Nombre Pilar,Categor’a,Pregunta,Respuesta,Descripci—n,Ejemplo,Nivel de respuesta (1 a 5)
03. Gesti—n y Anal’tica de Datos,01. Gobierno y calidad de datos,01. ÀQu? tan estandarizada y controlada es la calidad de los datos que se utilizan en su organizaci—n?,Se aplican controles manuales y limitados en algunos procesos.,"Se implementan validaciones b‡sicas en algunos procesos, pero de forma reactiva. La verificaci—n depende de los usuarios y no hay un mecanismo de correcci—n estructurado.","El sistema de compras valida que el campo 'proveedor' no est? vac’o, pero aœn permite cargar datos duplicados o con errores ortogr‡ficos.",2
03. Gesti—n y Anal’tica de Datos,01. Gobierno y calidad de datos,01. ÀQu? tan estandarizada y controlada es la calidad de los datos que se utilizan en su organizaci—n?,La calidad se valida regularmente en sistemas clave.,"La organizaci—n cuenta con procedimientos definidos para asegurar la calidad de los datos en los sistemas principales, con responsables asignados y acciones correctivas documentadas.","Cada sistema tiene reglas para validar formatos, rangos y duplicidad, y existen reportes mensuales de calidad por ‡rea.",3
03. Gesti—n y Anal’tica de Datos,01. Gobierno y calidad de datos,01. ÀQu? tan estandarizada y controlada es la calidad de los datos que se utilizan en su organizaci—n?,Hay procesos automatizados de validaci—n y limpieza en toda la organizaci—n.,Existen reglas automatizadas de validaci—n en mœltiples puntos del proceso. La calidad de los datos se mide con indicadores espec’ficos que se revisan peri—dicamente.,Las —rdenes de trabajo que no cumplen reglas de validaci—n son rechazadas autom‡ticamente y notificadas al responsable.,4
03. Gesti—n y Anal’tica de Datos,01. Gobierno y calidad de datos,01. ÀQu? tan estandarizada y controlada es la calidad de los datos que se utilizan en su organizaci—n?,La calidad de los datos se controla en tiempo real y se ajusta autom‡ticamente.,"Se gestiona proactivamente la calidad de los datos en tiempo real. Se emplean herramientas especializadas que detectan, corrigen y previenen errores antes de que afecten los procesos cr’ticos.",Se ejecuta un motor autom‡tico de calidad de datos que identifica errores en el momento y corrige con reglas predefinidas o alertas al responsable.,5
03. Gesti—n y Anal’tica de Datos,01. Gobierno y calidad de datos,01. ÀQu? tan controlado y estructurado es el acceso a los datos segœn roles o niveles jer‡rquicos?,No hay control sobre el acceso; cualquiera puede consultar o modificar datos.,"No existe un control definido de acceso a la informaci—n. Cualquier usuario puede consultar, modificar o eliminar datos sin restricci—n.",Todos los empleados tienen acceso completo al drive de producci—n sin restricciones por jerarqu’a.,1
03. Gesti—n y Anal’tica de Datos,01. Gobierno y calidad de datos,01. ÀQu? tan controlado y estructurado es el acceso a los datos segœn roles o niveles jer‡rquicos?,"Se restringe el acceso en algunos casos, pero sin estructura clara.","Existen permisos por ‡reas, pero no hay segmentaci—n granular ni revisiones peri—dicas. Hay riesgo de accesos indebidos o accidentales.","Supervisi—n tiene carpetas privadas, pero sin control sobre qui?n accede o cu‡ndo se modifican.",2
03. Gesti—n y Anal’tica de Datos,01. Gobierno y calidad de datos,01. ÀQu? tan controlado y estructurado es el acceso a los datos segœn roles o niveles jer‡rquicos?,El acceso est‡ definido por roles y documentado para sistemas clave.,Los accesos est‡n definidos por roles y perfiles. Se aplican controles formales y se mantiene un registro b‡sico de accesos.,"Los usuarios acceden a los m—dulos permitidos segœn su puesto, y se validan accesos cada trimestre.",3
03. Gesti—n y Anal’tica de Datos,01. Gobierno y calidad de datos,01. ÀQu? tan controlado y estructurado es el acceso a los datos segœn roles o niveles jer‡rquicos?,Los permisos se gestionan centralizadamente y se actualizan con frecuencia.,El acceso est‡ completamente estructurado y gestionado por perfiles din‡micos. Se realiza auditor’a regular de los accesos y hay trazabilidad.,El sistema de control de acceso est‡ integrado a Active Directory y se auditan mensualmente los cambios.,4
03. Gesti—n y Anal’tica de Datos,01. Gobierno y calidad de datos,01. ÀQu? tan controlado y estructurado es el acceso a los datos segœn roles o niveles jer‡rquicos?,"El acceso es din‡mico, automatizado y basado en inteligencia contextual.","El sistema gestiona accesos autom‡ticamente segœn contexto y perfil, con revisi—n continua, alertas de riesgo y adaptabilidad inteligente basada en comportamiento del usuario.","Se aplican controles adaptativos: si un usuario intenta acceder desde otra regi—n o fuera de horario, el sistema pide doble validaci—n o bloquea el acceso.",5
03. Gesti—n y Anal’tica de Datos,02. Anal’tica e inteligencia de negocio,"01. ÀQu? nivel de herramientas de anal’tica (BI, dashboards, inteligencia predictiva) se utiliza en su organizaci—n?",No se utilizan herramientas de anal’tica; se trabaja con datos en hojas de c‡lculo.,"La organizaci—n no cuenta con herramientas formales de anal’tica. El an‡lisis de datos se limita al uso de hojas de c‡lculo individuales o reportes manuales, lo que genera informaci—n fragmentada, con bajo nivel de confiabilidad y sin trazabilidad.",Cada ‡rea descarga datos desde su sistema y genera gr‡ficos en Excel sin conexi—n a bases de datos ni estandarizaci—n entre reportes.,1
03. Gesti—n y Anal’tica de Datos,02. Anal’tica e inteligencia de negocio,"01. ÀQu? nivel de herramientas de anal’tica (BI, dashboards, inteligencia predictiva) se utiliza en su organizaci—n?",Se usan herramientas b‡sicas para visualizar datos hist—ricos en algunas ‡reas.,"Existen herramientas b‡sicas para visualizar informaci—n, como hojas de c‡lculo automatizadas o reportes fijos en Power BI o Excel, pero su uso es reactivo y enfocado en datos hist—ricos, sin permitir an‡lisis din‡mico ni profundidad en la toma de decisiones.","Finanzas publica un reporte de resultados semanal en Power BI, pero no permite interactuar con los datos ni hacer filtros por usuario o regi—n.",2
03. Gesti—n y Anal’tica de Datos,02. Anal’tica e inteligencia de negocio,"01. ÀQu? nivel de herramientas de anal’tica (BI, dashboards, inteligencia predictiva) se utiliza en su organizaci—n?",Se utilizan plataformas BI para monitoreo operativo y reportes peri—dicos.,"Se utilizan plataformas de Business Intelligence (BI) con dashboards operativos para monitoreo de KPIs. Aunque los datos son visuales, el an‡lisis se limita a m?tricas descriptivas sin integraci—n con anal’tica predictiva o modelos avanzados.","Los supervisores de producci—n consultan dashboards con indicadores de eficiencia, scrap y productividad, pero sin alertas o an‡lisis profundo.",3
03. Gesti—n y Anal’tica de Datos,02. Anal’tica e inteligencia de negocio,"01. ÀQu? nivel de herramientas de anal’tica (BI, dashboards, inteligencia predictiva) se utiliza en su organizaci—n?",Existen dashboards interactivos con anal’tica avanzada en ‡reas clave.,"La organizaci—n ha adoptado herramientas anal’ticas con dashboards interactivos, visualizaciones personalizadas y modelado de escenarios. Esto permite un an‡lisis m‡s profundo para entender causas ra’z, tendencias y simulaciones en procesos cr’ticos.","El ‡rea de ventas utiliza dashboards interactivos con segmentaci—n por cliente, zona, producto y simulaciones de escenarios para asignar presupuesto.",4
03. Gesti—n y Anal’tica de Datos,02. Anal’tica e inteligencia de negocio,"01. ÀQu? nivel de herramientas de anal’tica (BI, dashboards, inteligencia predictiva) se utiliza en su organizaci—n?",Se aplica anal’tica predictiva y prescriptiva integrada a los procesos de negocio.,"La empresa opera con un ecosistema anal’tico avanzado que incluye inteligencia artificial, anal’tica predictiva y prescriptiva. Los modelos est‡n integrados en los procesos de negocio y generan recomendaciones autom‡ticas que impactan en la toma de decisiones estrat?gica y operativa.",La operaci—n log’stica cuenta con un modelo predictivo que sugiere rutas —ptimas y un motor de recomendaciones para planear compras segœn tendencias de demanda proyectadas.,5
03. Gesti—n y Anal’tica de Datos,02. Anal’tica e inteligencia de negocio,01. ÀQu? tan estructurado es el proceso de generaci—n y uso de insights a partir de los datos en su organizaci—n?,No se generan insights formales a partir de los datos.,No existe un proceso claro para analizar los datos ni generar conclusiones accionables. Las decisiones se toman con base en intuici—n o experiencia individual.,Se revisan los resultados mensuales sin hacer an‡lisis sobre causas o tendencias.,1
03. Gesti—n y Anal’tica de Datos,02. Anal’tica e inteligencia de negocio,01. ÀQu? tan estructurado es el proceso de generaci—n y uso de insights a partir de los datos en su organizaci—n?,Se generan insights espor‡dicos por iniciativa individual o de algunas ‡reas.,"Algunas ‡reas realizan an‡lisis b‡sicos para explicar resultados pasados, pero no se utilizan de manera consistente para mejorar o anticiparse a eventos futuros.","Despu?s de una ca’da en ventas, Comercial genera un gr‡fico para explicar el cambio, pero no se documentan conclusiones.",2
03. Gesti—n y Anal’tica de Datos,02. Anal’tica e inteligencia de negocio,01. ÀQu? tan estructurado es el proceso de generaci—n y uso de insights a partir de los datos en su organizaci—n?,Hay un proceso definido para extraer y comunicar insights clave.,"Se generan insights a partir de datos con cierta regularidad, especialmente en ‡reas operativas. Estos an‡lisis son compartidos en juntas y reportes.",Se hacen reportes semanales donde se explican causas de scrap y se sugieren cambios operativos.,3
03. Gesti—n y Anal’tica de Datos,02. Anal’tica e inteligencia de negocio,01. ÀQu? tan estructurado es el proceso de generaci—n y uso de insights a partir de los datos en su organizaci—n?,"Los insights se generan regularmente, se documentan y alimentan decisiones t‡cticas.",El proceso de generaci—n de insights es sistem‡tico y est‡ integrado en los reportes clave. Se realiza seguimiento sobre los hallazgos generados.,"Los dashboards incluyen secciones de 'hallazgos clave', y los l’deres revisan su avance cada semana.",4
03. Gesti—n y Anal’tica de Datos,02. Anal’tica e inteligencia de negocio,01. ÀQu? tan estructurado es el proceso de generaci—n y uso de insights a partir de los datos en su organizaci—n?,"Los insights son generados autom‡ticamente, contextualizados y accionables en tiempo real.","Existen equipos dedicados al an‡lisis avanzado y descubrimiento de insights, los cuales se integran directamente a planes de acci—n, innovaci—n y toma de decisiones estrat?gicas.","Un equipo de anal’tica avanzada detect— un patr—n de abandono de clientes y propuso redise–ar el onboarding, lo cual se implement— estrat?gicamente.",5
03. Gesti—n y Anal’tica de Datos,02. Anal’tica e inteligencia de negocio,01. ÀQu? tan accesibles y comprensibles son los datos y an‡lisis para los diferentes niveles de la organizaci—n?,Solo ‡reas t?cnicas tienen acceso y entendimiento de los datos.,"Los datos no est‡n disponibles para la mayor’a de los usuarios. Su acceso requiere solicitudes manuales, lo que limita la toma de decisiones informada.",Solo los gerentes pueden consultar KPIs y los dem‡s deben solicitar reportes por correo.,1
03. Gesti—n y Anal’tica de Datos,02. Anal’tica e inteligencia de negocio,01. ÀQu? tan accesibles y comprensibles son los datos y an‡lisis para los diferentes niveles de la organizaci—n?,"Algunos reportes est‡n disponibles, pero sin contexto claro para usuarios no t?cnicos.","Algunos datos est‡n disponibles, pero en formatos complejos o sin contexto, dificultando su interpretaci—n por usuarios no t?cnicos.","El dashboard de ventas est‡ disponible pero sin leyendas ni descripciones de las m?tricas, generando confusi—n en los supervisores.",2
03. Gesti—n y Anal’tica de Datos,02. Anal’tica e inteligencia de negocio,01. ÀQu? tan accesibles y comprensibles son los datos y an‡lisis para los diferentes niveles de la organizaci—n?,Los datos y dashboards est‡n disponibles para l’deres clave con capacitaci—n b‡sica.,"Los datos est‡n disponibles en plataformas compartidas con ciertos elementos visuales o explicativos, aunque no siempre se adaptan al perfil del usuario final.","Los dashboards de producci—n est‡n visibles para todos en planta, pero no todos los indicadores est‡n bien explicados.",3
03. Gesti—n y Anal’tica de Datos,02. Anal’tica e inteligencia de negocio,01. ÀQu? tan accesibles y comprensibles son los datos y an‡lisis para los diferentes niveles de la organizaci—n?,La mayor’a de los colaboradores acceden y entienden reportes anal’ticos segœn su rol.,"La informaci—n est‡ estructurada y presentada en formatos amigables, con visualizaciones personalizadas y segmentaci—n por perfil de usuario.",Cada usuario accede a su versi—n personalizada del dashboard con datos y filtros relevantes a su rol.,4
03. Gesti—n y Anal’tica de Datos,02. Anal’tica e inteligencia de negocio,01. ÀQu? tan accesibles y comprensibles son los datos y an‡lisis para los diferentes niveles de la organizaci—n?,Toda la organizaci—n puede consultar insights relevantes con visualizaciones intuitivas y adaptadas.,"Los datos son totalmente accesibles, intuitivos y adaptativos, con soporte contextual (glosarios, insights, explicaciones) que facilita su comprensi—n en todos los niveles de la organizaci—n.","Los reportes incluyen explicaciones autom‡ticas, glosarios interactivos y comentarios predictivos que orientan la interpretaci—n para cada ‡rea.",5
03. Gesti—n y Anal’tica de Datos,03. Toma de decisiones basada en datos,01. ÀQu? tan integrado est‡ el an‡lisis de datos en el proceso de toma de decisiones estrat?gicas de la organizaci—n?,"Las decisiones estrat?gicas se basan en experiencia o intuici—n, sin respaldo de datos.","Las decisiones estrat?gicas se toman por criterio de direcci—n, sin evidencia cuantitativa.","La expansi—n a otra regi—n fue decidida por intuici—n, sin an‡lisis de mercado o clientes.",1
03. Gesti—n y Anal’tica de Datos,03. Toma de decisiones basada en datos,01. ÀQu? tan integrado est‡ el an‡lisis de datos en el proceso de toma de decisiones estrat?gicas de la organizaci—n?,"Se consultan algunos datos hist—ricos, pero no son determinantes en las decisiones.","Se utilizan algunos datos hist—ricos como referencia en la planeaci—n, pero no son determinantes.","El presupuesto anual se bas— en las ventas del a–o anterior, sin analizar tendencias.",2
03. Gesti—n y Anal’tica de Datos,03. Toma de decisiones basada en datos,01. ÀQu? tan integrado est‡ el an‡lisis de datos en el proceso de toma de decisiones estrat?gicas de la organizaci—n?,Los datos forman parte del an‡lisis estrat?gico en juntas o reportes clave.,"Los datos est‡n presentes en la mayor’a de las reuniones estrat?gicas, aunque no siempre son el factor decisivo.","Los indicadores de crecimiento se revisan en el comit?, pero no siempre se consideran para decisiones.",3
03. Gesti—n y Anal’tica de Datos,03. Toma de decisiones basada en datos,01. ÀQu? tan integrado est‡ el an‡lisis de datos en el proceso de toma de decisiones estrat?gicas de la organizaci—n?,Las decisiones estrat?gicas se sustentan en an‡lisis profundos y modelados de datos.,"Las decisiones estrat?gicas son respaldadas por an‡lisis estructurado, y los escenarios son discutidos con base en informaci—n.",El comit? ejecutivo usa dashboards de tendencia para decidir en qu? proyectos invertir.,4
03. Gesti—n y Anal’tica de Datos,03. Toma de decisiones basada en datos,01. ÀQu? tan integrado est‡ el an‡lisis de datos en el proceso de toma de decisiones estrat?gicas de la organizaci—n?,Las decisiones estrat?gicas se automatizan o simulan con modelos predictivos y escenarios de negocio.,"La anal’tica avanzada es un componente central de la planeaci—n estrat?gica, con modelos predictivos y dashboards que respaldan proyecciones, presupuestos y decisiones clave.","Se utiliza an‡lisis predictivo para priorizar mercados, asignar recursos y modelar rentabilidad por segmento.",5
03. Gesti—n y Anal’tica de Datos,03. Toma de decisiones basada en datos,01. ÀQu? nivel de confianza tienen los l’deres y equipos en la calidad y exactitud de los datos utilizados?,Hay desconfianza generalizada en los datos disponibles.,"Existe una desconfianza generalizada sobre la veracidad y consistencia de los datos. Las ‡reas consideran que la informaci—n puede estar incompleta, desactualizada o manipulada, lo que genera validaciones manuales y retrabajo constante.",Las ‡reas imprimen reportes para verificar manualmente si los nœmeros coinciden con su propia informaci—n en Excel antes de presentarlos.,1
03. Gesti—n y Anal’tica de Datos,03. Toma de decisiones basada en datos,01. ÀQu? nivel de confianza tienen los l’deres y equipos en la calidad y exactitud de los datos utilizados?,"Se duda de los datos en muchos procesos, lo que frena su uso.","Algunos equipos conf’an en los datos, pero la mayor’a verifica manualmente antes de usarlos. Hay antecedentes de errores o inconsistencias que no han sido abordados con acciones correctivas formales.","Ventas conf’a en su sistema, pero Finanzas aœn usa hojas de c‡lculo externas porque ha habido errores previos en los indicadores.",2
03. Gesti—n y Anal’tica de Datos,03. Toma de decisiones basada en datos,01. ÀQu? nivel de confianza tienen los l’deres y equipos en la calidad y exactitud de los datos utilizados?,Hay confianza parcial en los datos utilizados en reportes y decisiones clave.,"La confianza en los datos es moderada. Aunque se utilizan en la operaci—n diaria, los usuarios aœn realizan revisiones aleatorias. Se han mejorado procesos de captura y calidad, pero no hay trazabilidad completa.","Los reportes de desempe–o son generados autom‡ticamente, pero se validan por supervisores antes de cada junta por precauci—n.",3
03. Gesti—n y Anal’tica de Datos,03. Toma de decisiones basada en datos,01. ÀQu? nivel de confianza tienen los l’deres y equipos en la calidad y exactitud de los datos utilizados?,Se conf’a plenamente en la mayor’a de los datos validados internamente.,"Existe una alta confianza institucional en la calidad de los datos. Los usuarios los consideran confiables y actualizados, con procesos de validaci—n automatizados y responsables claramente asignados.","Los l’deres conf’an en los dashboards operativos y estrat?gicos sin necesidad de revisi—n manual, pues existen procesos de auditor’a automatizados.",4
03. Gesti—n y Anal’tica de Datos,03. Toma de decisiones basada en datos,01. ÀQu? nivel de confianza tienen los l’deres y equipos en la calidad y exactitud de los datos utilizados?,La confianza en los datos es alta gracias a procesos automatizados de validaci—n y trazabilidad.,"La organizaci—n opera con una cultura de datos consolidada. Los l’deres toman decisiones estrat?gicas basadas en datos sin necesidad de validaci—n adicional, gracias a procesos robustos de gobernanza, trazabilidad y auditor’a continua.","Las decisiones del comit? ejecutivo se basan en dashboards de datos con monitoreo en tiempo real y registros auditables, sin necesidad de comprobaciones paralelas.",5
03. Gesti—n y Anal’tica de Datos,03. Toma de decisiones basada en datos,01. ÀQu? tan estructurado est‡ el proceso organizacional para tomar decisiones soportadas por an‡lisis de datos?,No hay un proceso definido para tomar decisiones basadas en datos.,"Las decisiones se toman con base en intuici—n, experiencia o urgencia. No hay soporte formal con evidencia ni an‡lisis estructurado.","El gerente decide aumentar turnos por percepci—n de alta demanda, sin consultar los datos de pedidos.",1
03. Gesti—n y Anal’tica de Datos,03. Toma de decisiones basada en datos,01. ÀQu? tan estructurado est‡ el proceso organizacional para tomar decisiones soportadas por an‡lisis de datos?,"Algunas decisiones incluyen datos, pero sin metodolog’a o criterios consistentes.","Algunas decisiones operativas consideran ciertos datos, pero no hay un modelo definido ni cultura organizacional para ello.","Se revisan indicadores generales para decidir promociones, pero sin evaluar el impacto previo.",2
03. Gesti—n y Anal’tica de Datos,03. Toma de decisiones basada en datos,01. ÀQu? tan estructurado est‡ el proceso organizacional para tomar decisiones soportadas por an‡lisis de datos?,Existen lineamientos b‡sicos para incorporar an‡lisis de datos en decisiones.,"La mayor’a de las decisiones t‡cticas se apoyan en reportes o dashboards con informaci—n relevante, aunque sin metodolog’a uniforme.",Los jefes de ‡rea usan dashboards para evaluar desempe–o semanal y ajustar personal o recursos.,3
03. Gesti—n y Anal’tica de Datos,03. Toma de decisiones basada en datos,01. ÀQu? tan estructurado est‡ el proceso organizacional para tomar decisiones soportadas por an‡lisis de datos?,"El proceso est‡ documentado, es parte de la cultura y se aplica transversalmente.","Las decisiones se basan en procesos definidos de an‡lisis de datos, incluyendo hip—tesis, escenarios y validaci—n con evidencia.","Cada decisi—n de inversi—n pasa por an‡lisis financiero, benchmarking y evaluaci—n de sensibilidad.",4
03. Gesti—n y Anal’tica de Datos,03. Toma de decisiones basada en datos,01. ÀQu? tan estructurado est‡ el proceso organizacional para tomar decisiones soportadas por an‡lisis de datos?,Las decisiones se rigen por procesos automatizados de recomendaci—n basados en datos.,"Existe una disciplina institucional de toma de decisiones basada en datos. Se modelan escenarios, se valida impacto, y se documentan decisiones con trazabilidad del an‡lisis.","La estrategia de crecimiento anual se basa en modelos de predicci—n, an‡lisis de viabilidad y simulaciones con riesgos identificados.",5
03. Gesti—n y Anal’tica de Datos,04. Flujo y arquitectura de datos,01. ÀQu? tan conectados est‡n los sistemas de su organizaci—n para compartir datos de forma automatizada?,Los sistemas est‡n totalmente aislados; no comparten informaci—n.,"Los sistemas funcionan de forma aislada, sin conexi—n entre ellos. El traspaso de datos requiere exportaci—n e importaci—n manual, generando errores y retrabajos.",Ventas genera pedidos en un sistema que luego se deben copiar manualmente en el sistema de producci—n.,1
03. Gesti—n y Anal’tica de Datos,04. Flujo y arquitectura de datos,01. ÀQu? tan conectados est‡n los sistemas de su organizaci—n para compartir datos de forma automatizada?,Hay integraciones limitadas con traspasos manuales de informaci—n.,"Algunas ‡reas comparten informaci—n por procesos semi-manuales (correo, Excel), lo que mejora la comunicaci—n, pero no asegura consistencia o trazabilidad.",Se intercambian archivos .csv semanalmente entre almac?n y contabilidad para conciliar inventarios.,2
03. Gesti—n y Anal’tica de Datos,04. Flujo y arquitectura de datos,01. ÀQu? tan conectados est‡n los sistemas de su organizaci—n para compartir datos de forma automatizada?,Existen conexiones entre sistemas clave con automatizaci—n parcial.,"Existen integraciones entre ciertos sistemas clave mediante interfaces o procesos programados. Aunque no es en tiempo real, se mantiene cierta alineaci—n de datos.",El ERP est‡ conectado al sistema de producci—n con cargas cada 12 horas para sincronizar —rdenes.,3
03. Gesti—n y Anal’tica de Datos,04. Flujo y arquitectura de datos,01. ÀQu? tan conectados est‡n los sistemas de su organizaci—n para compartir datos de forma automatizada?,La mayor’a de los sistemas est‡n integrados con flujos automatizados y estandarizados.,"La mayor’a de los sistemas est‡n conectados con integraciones automatizadas, lo que permite compartir datos entre plataformas clave de forma estructurada y programada.","El sistema de pedidos en l’nea, inventario y facturaci—n est‡n integrados por API y se sincronizan cada 15 minutos.",4
03. Gesti—n y Anal’tica de Datos,04. Flujo y arquitectura de datos,01. ÀQu? tan conectados est‡n los sistemas de su organizaci—n para compartir datos de forma automatizada?,"Todos los sistemas comparten datos de forma fluida, en tiempo real y con trazabilidad completa.","Los sistemas est‡n completamente integrados y sincronizados en tiempo real, permitiendo flujos bidireccionales de datos sin intervenci—n manual y con monitoreo automatizado.","El sistema de planta actualiza inventario, log’stica y finanzas en tiempo real con alertas autom‡ticas al detectar anomal’as.",5
03. Gesti—n y Anal’tica de Datos,04. Flujo y arquitectura de datos,01. ÀQu? tan formal y actualizada est‡ la arquitectura de datos de su organizaci—n?,No existe una arquitectura de datos definida ni documentada.,"No existe una estructura formal para organizar, almacenar o proteger los datos. Cada sistema funciona de manera aislada.","Los datos est‡n en mœltiples carpetas, archivos sueltos y sin estructura comœn.",1
03. Gesti—n y Anal’tica de Datos,04. Flujo y arquitectura de datos,01. ÀQu? tan formal y actualizada est‡ la arquitectura de datos de su organizaci—n?,"Hay documentaci—n parcial, sin actualizaci—n ni uso activo.","Existen algunos lineamientos sobre c—mo estructurar datos, pero no se aplican de manera consistente entre plataformas.","Cada sistema tiene su propia base, y no hay nomenclatura ni estructura est‡ndar.",2
03. Gesti—n y Anal’tica de Datos,04. Flujo y arquitectura de datos,01. ÀQu? tan formal y actualizada est‡ la arquitectura de datos de su organizaci—n?,Existe un dise–o general de arquitectura que se mantiene con cierta regularidad.,La organizaci—n tiene una arquitectura de datos definida que gu’a c—mo se almacenan y acceden los datos cr’ticos.,TI defini— un modelo de datos comœn que aplica a todos los nuevos desarrollos internos.,3
03. Gesti—n y Anal’tica de Datos,04. Flujo y arquitectura de datos,01. ÀQu? tan formal y actualizada est‡ la arquitectura de datos de su organizaci—n?,"La arquitectura est‡ formalmente definida, alineada a los procesos y bien gestionada.","La arquitectura de datos est‡ bien documentada, actualizada y conectada con los procesos tecnol—gicos y de negocio.","Se documentan relaciones entre entidades, diccionarios de datos y se mantienen versiones de los modelos.",4
03. Gesti—n y Anal’tica de Datos,04. Flujo y arquitectura de datos,01. ÀQu? tan formal y actualizada est‡ la arquitectura de datos de su organizaci—n?,"La arquitectura es din‡mica, escalable y gestionada mediante herramientas automatizadas.","La arquitectura de datos est‡ optimizada, flexible, orientada a datos como activo estrat?gico e integrada con servicios escalables y tecnolog’a moderna (nube, APIs, etc).","La infraestructura de datos est‡ en la nube, con arquitectura orientada a microservicios y almacenamiento escalable.",5
03. Gesti—n y Anal’tica de Datos,04. Flujo y arquitectura de datos,01. ÀQu? tan fluido y confiable es el intercambio de datos entre diferentes ‡reas de la organizaci—n?,Cada ‡rea trabaja con sus propios datos sin compartir informaci—n.,Cada ‡rea maneja su informaci—n de forma independiente. No existen procesos ni plataformas comunes para compartir datos.,"Cada ‡rea presenta sus propios nœmeros en la junta, y no coinciden con los de otros departamentos.",1
03. Gesti—n y Anal’tica de Datos,04. Flujo y arquitectura de datos,01. ÀQu? tan fluido y confiable es el intercambio de datos entre diferentes ‡reas de la organizaci—n?,Hay intercambio informal o manual entre algunas ‡reas.,"El intercambio de informaci—n se da por medios informales como correo o archivos compartidos, sin mecanismos de validaci—n.","Ventas comparte avances por Excel cada viernes con Producci—n, pero a veces se olvidan de enviarlo.",2
03. Gesti—n y Anal’tica de Datos,04. Flujo y arquitectura de datos,01. ÀQu? tan fluido y confiable es el intercambio de datos entre diferentes ‡reas de la organizaci—n?,"Se comparten datos regularmente, aunque con procesos semi manuales.","Existen plataformas compartidas donde se centraliza informaci—n relevante, pero no hay procesos claros de validaci—n o actualizaci—n.","Se usa una carpeta compartida para consolidar reportes, aunque cada ‡rea los sube en diferente formato.",3
03. Gesti—n y Anal’tica de Datos,04. Flujo y arquitectura de datos,01. ÀQu? tan fluido y confiable es el intercambio de datos entre diferentes ‡reas de la organizaci—n?,"El intercambio es autom‡tico, confiable y soporta la colaboraci—n entre ‡reas.","El intercambio de datos entre ‡reas es estructurado, se realiza por sistemas conectados o integraciones con responsables asignados.","Los sistemas de producci—n, log’stica y compras est‡n conectados con actualizaciones autom‡ticas diarias.",4
03. Gesti—n y Anal’tica de Datos,04. Flujo y arquitectura de datos,01. ÀQu? tan fluido y confiable es el intercambio de datos entre diferentes ‡reas de la organizaci—n?,"Los datos fluyen de manera transparente y en tiempo real entre todas las ‡reas, alineados a objetivos comunes.","Los datos fluyen autom‡ticamente entre ‡reas a trav?s de integraciones confiables, trazables y en tiempo real, lo que habilita colaboraci—n efectiva y decisiones coordinadas.","Los movimientos de stock se actualizan autom‡ticamente y pueden ser consultados por finanzas, log’stica y compras en tiempo real.",5
03. Gesti—n y Anal’tica de Datos,05. Transaccionalidad de datos,01. ÀQu? tan accesible y trazable es el historial de transacciones digitales en su organizaci—n?,No se registran transacciones digitalmente o el acceso es muy limitado.,"No existe un historial digital confiable de las transacciones. La trazabilidad depende de registros manuales o archivos no estandarizados, lo que impide verificar acciones pasadas o reconstruir procesos.",La aprobaci—n de compras solo queda registrada por correo o en hojas de c‡lculo sin respaldo formal.,1
03. Gesti—n y Anal’tica de Datos,05. Transaccionalidad de datos,01. ÀQu? tan accesible y trazable es el historial de transacciones digitales en su organizaci—n?,"Se registran algunas transacciones, pero sin trazabilidad estructurada.","Algunas ‡reas mantienen historial digital b‡sico, pero sin estructura comœn ni mecanismos de auditor’a o control sobre cambios y usuarios.","Log’stica guarda un registro b‡sico de entradas y salidas, pero no es consultable por otros departamentos ni por fecha o usuario.",2
03. Gesti—n y Anal’tica de Datos,05. Transaccionalidad de datos,01. ÀQu? tan accesible y trazable es el historial de transacciones digitales en su organizaci—n?,La mayor’a de las transacciones son digitales y accesibles bajo solicitud.,"El historial est‡ disponible en los sistemas principales y permite una trazabilidad parcial. Sin embargo, no est‡ centralizado ni completamente integrado entre sistemas.","Los movimientos de almac?n est‡n trazados en el ERP, pero los cambios en producci—n aœn son manuales.",3
03. Gesti—n y Anal’tica de Datos,05. Transaccionalidad de datos,01. ÀQu? tan accesible y trazable es el historial de transacciones digitales en su organizaci—n?,Todas las transacciones est‡n registradas con trazabilidad clara y centralizada.,"Se cuenta con trazabilidad digital estructurada, con controles de acceso, seguimiento de cambios y registro de usuarios. La informaci—n est‡ consolidada en una plataforma comœn.","Cada orden de producci—n, cambio de status o edici—n en inventario queda registrada en el sistema con usuario, fecha y hora.",4
03. Gesti—n y Anal’tica de Datos,05. Transaccionalidad de datos,01. ÀQu? tan accesible y trazable es el historial de transacciones digitales en su organizaci—n?,"El historial de transacciones es accesible en tiempo real, con trazabilidad automatizada y auditable.","Existe un historial completo, trazable y en tiempo real de todas las transacciones. Se utiliza para auditor’a, an‡lisis forense y mejora continua. Est‡ respaldado por tecnolog’as robustas y accesible con seguridad por perfil.","Toda modificaci—n en sistemas clave queda registrada en un log central, accesible para auditor’a interna con filtros por tipo, usuario y proceso.",5
03. Gesti—n y Anal’tica de Datos,05. Transaccionalidad de datos,01. ÀQu? tan integradas est‡n las plataformas transaccionales con las soluciones de an‡lisis y reporte?,Las plataformas no est‡n conectadas; se requiere exportar datos manualmente.,Las plataformas operan de forma aislada y no comparten informaci—n con los sistemas de an‡lisis.,Para generar reportes se exportan los datos manualmente desde el ERP hacia Excel.,1
